method,classifier,rep,auroc_full,auroc_red,aurc_full,aurc_red,tag,auroc_penalty,aurc_penalty,kept_features,k_aggr
mutual_info,logistic,1,0.9394277597402598,0.8511566558441559,0.04098979803138888,0.1050307962658702,arcene_keep10000,0.08827110389610393,0.06404099823448131,10000,25
mutual_info,logistic,2,0.9175121753246753,0.8324878246753247,0.0765004900117742,0.13513390140628992,arcene_keep10000,0.08502435064935066,0.05863341139451572,10000,25
mutual_info,logistic,3,0.9126420454545455,0.8396915584415584,0.07115469318744094,0.13032155815149263,arcene_keep10000,0.07295048701298712,0.059166864964051685,10000,25
mutual_info,logistic,4,0.9335430194805194,0.8553165584415584,0.062119886617069825,0.10203890227310447,arcene_keep10000,0.07822646103896103,0.039919015656034645,10000,25
mutual_info,logistic,5,0.9199472402597403,0.7939326298701299,0.07395865813833742,0.17540981034257117,arcene_keep10000,0.12601461038961037,0.10145115220423374,10000,25
mutual_info,logistic,6,0.9192370129870129,0.8154423701298702,0.07654369008955304,0.13949606957278407,arcene_keep10000,0.10379464285714268,0.06295237948323103,10000,25
mutual_info,logistic,7,0.9281655844155845,0.8297483766233767,0.06762828515739226,0.13449297759366013,arcene_keep10000,0.09841720779220775,0.06686469243626787,10000,25
mutual_info,logistic,8,0.9096996753246753,0.8576501623376623,0.09297267032839562,0.1141004538358749,arcene_keep10000,0.05204951298701299,0.021127783507479278,10000,25
mutual_info,logistic,9,0.9096996753246753,0.8662743506493507,0.08026456712388168,0.10417325817320061,arcene_keep10000,0.04342532467532467,0.023908691049318934,10000,25
mutual_info,logistic,10,0.9066558441558442,0.8146306818181819,0.09886305551243346,0.16368775470717623,arcene_keep10000,0.09202516233766234,0.06482469919474276,10000,25
mutual_info,logistic,11,0.9288758116883117,0.8368506493506493,0.06814916481014825,0.10755335616253806,arcene_keep10000,0.09202516233766234,0.0394041913523898,10000,25
mutual_info,logistic,12,0.9208603896103895,0.8429383116883117,0.07370714155136847,0.11695720442520957,arcene_keep10000,0.07792207792207784,0.0432500628738411,10000,25
mutual_info,logistic,13,0.9173092532467533,0.8065137987012987,0.07807225463895467,0.1491370405611553,arcene_keep10000,0.11079545454545459,0.07106478592220061,10000,25
mutual_info,logistic,14,0.9203530844155843,0.8285308441558442,0.07864911389182613,0.14283516566509324,arcene_keep10000,0.09182224025974006,0.06418605177326711,10000,25
mutual_info,logistic,15,0.9124391233766234,0.8189935064935066,0.07715482123881678,0.14211365893857067,arcene_keep10000,0.09344561688311681,0.06495883769975389,10000,25
mutual_info,logistic,16,0.9357751623376623,0.8478084415584416,0.05026337322919281,0.11551191978028169,arcene_keep10000,0.08796672077922074,0.06524854655108889,10000,25
mutual_info,logistic,17,0.9202516233766234,0.8378652597402597,0.06950623784488674,0.11948306600023433,arcene_keep10000,0.08238636363636365,0.04997682815534758,10000,25
mutual_info,logistic,18,0.9190340909090908,0.8448660714285714,0.07420290038261675,0.11533842388039352,arcene_keep10000,0.07416801948051943,0.04113552349777677,10000,25
mutual_info,logistic,19,0.9310064935064936,0.8409090909090909,0.04819440130141927,0.12591512673113614,arcene_keep10000,0.09009740259740262,0.07772072542971686,10000,25
mutual_info,logistic,20,0.9511972402597403,0.8027597402597402,0.0330029477468446,0.1419953100764363,arcene_keep10000,0.1484375000000001,0.1089923623295917,10000,25
mutual_info,logistic,21,0.9131493506493507,0.8551136363636364,0.07826179983840334,0.10858957384773357,arcene_keep10000,0.0580357142857143,0.030327774009330233,10000,25
mutual_info,logistic,22,0.9257305194805194,0.8753043831168832,0.07058326450463509,0.09037498791568596,arcene_keep10000,0.05042613636363624,0.01979172341105087,10000,25
mutual_info,logistic,23,0.9282670454545454,0.8103693181818181,0.049895886796914646,0.14276927817211804,arcene_keep10000,0.11789772727272729,0.0928733913752034,10000,25
mutual_info,logistic,24,0.9091923701298701,0.8656655844155844,0.08540418891353038,0.0953762610436316,arcene_keep10000,0.0435267857142857,0.00997207213010122,10000,25
mutual_info,logistic,25,0.9232954545454546,0.8262987012987013,0.07221522636386318,0.1282780273123541,arcene_keep10000,0.09699675324675328,0.05606280094849092,10000,25
mutual_info,logistic,26,0.9262378246753247,0.8479099025974026,0.06946994426557658,0.11823591245324624,arcene_keep10000,0.07832792207792205,0.048765968187669664,10000,25
mutual_info,logistic,27,0.914163961038961,0.8381696428571429,0.07700833600093565,0.12526998133917222,arcene_keep10000,0.07599431818181812,0.04826164533823657,10000,25
mutual_info,logistic,28,0.9209618506493508,0.8627232142857143,0.08047900333930551,0.10108951407793351,arcene_keep10000,0.058238636363636465,0.020610510738628005,10000,25
mutual_info,logistic,29,0.9232954545454546,0.8109780844155844,0.07000392415054457,0.1436610996994907,arcene_keep10000,0.1123173701298702,0.07365717554894613,10000,25
mutual_info,rf,0,0.8873275162337663,0.880275974025974,0.07513419271993865,0.07806018055804662,arcene_keep10000,0.00705154220779225,0.002925987838107963,10000,25
mutual_info,rf,1,0.9069602272727273,0.8592228084415584,0.05779326852346143,0.09745455466302237,arcene_keep10000,0.04773741883116889,0.03966128613956094,10000,25
mutual_info,rf,2,0.9134537337662338,0.8903713474025975,0.05842100279794346,0.0743125065198361,arcene_keep10000,0.023082386363636354,0.015891503721892644,10000,25
mutual_info,rf,3,0.9137581168831168,0.8977780032467533,0.05514016770284604,0.06524413196029386,arcene_keep10000,0.015980113636363535,0.010103964257447813,10000,25
mutual_info,rf,4,0.886617288961039,0.8778409090909091,0.08039131830036558,0.08186546695049052,arcene_keep10000,0.008776379870129913,0.0014741486501249346,10000,25
mutual_info,rf,5,0.9089387175324676,0.8773843344155843,0.0593800864307877,0.0865313778962128,arcene_keep10000,0.0315543831168833,0.027151291465425102,10000,25
mutual_info,rf,6,0.8939224837662338,0.8821022727272727,0.07436954903365563,0.08549907211241475,arcene_keep10000,0.011820211038961137,0.011129523078759126,10000,25
mutual_info,rf,7,0.9176643668831169,0.8855012175324675,0.05599346715794495,0.08321419293259635,arcene_keep10000,0.032163149350649456,0.027220725774651407,10000,25
