kept_features,method,classifier,rep,auroc_full,auroc_red,auroc_penalty
100,mutual_info,logistic,21,0.9156858766233766,0.8629261363636364,0.052759740259740284
100,mutual_info,logistic,22,0.9158887987012988,0.8507508116883117,0.06513798701298712
100,mutual_info,logistic,23,0.8853490259740261,0.833299512987013,0.0520495129870131
100,mutual_info,logistic,24,0.908685064935065,0.8435470779220778,0.06513798701298712
100,mutual_info,logistic,25,0.9011769480519481,0.8030641233766234,0.09811282467532478
100,mutual_info,logistic,26,0.8934659090909092,0.8348214285714286,0.05864448051948057
100,mutual_info,logistic,27,0.9123376623376623,0.8370535714285714,0.07528409090909094
100,mutual_info,logistic,28,0.8617086038961038,0.8667816558441558,-0.005073051948051965
100,mutual_info,logistic,29,0.8948863636363636,0.812702922077922,0.0821834415584416
100,mutual_info,rf,0,0.9158380681818181,0.8844866071428572,0.031351461038960915
100,mutual_info,rf,1,0.9097504058441559,0.8933137175324676,0.01643668831168832
100,mutual_info,rf,2,0.9098518668831168,0.8982853084415585,0.011566558441558294
100,mutual_info,rf,3,0.9049310064935066,0.8909293831168831,0.014001623376623473
100,mutual_info,rf,4,0.8879362824675324,0.8410612824675325,0.04687499999999989
100,mutual_info,rf,5,0.9084821428571429,0.8903713474025974,0.018110795454545525
100,mutual_info,rf,6,0.9110693993506492,0.8795150162337663,0.03155438311688297
100,mutual_info,rf,7,0.9210125811688311,0.9157873376623377,0.005225243506493449
100,mutual_info,rf,8,0.8846387987012987,0.8628754058441559,0.021763392857142794
100,mutual_info,rf,9,0.9024959415584416,0.8798701298701299,0.02262581168831168
100,mutual_info,rf,10,0.9219257305194806,0.902445211038961,0.019480519480519543
100,mutual_info,rf,11,0.8995535714285715,0.8636870941558441,0.035866477272727404
100,mutual_info,rf,12,0.9068587662337663,0.8927049512987013,0.014153814935064957
100,mutual_info,rf,13,0.8887987012987012,0.8799208603896104,0.008877840909090828
100,mutual_info,rf,14,0.8758116883116882,0.8565848214285714,0.01922686688311681
100,mutual_info,rf,15,0.9039163961038961,0.8942775974025974,0.00963879870129869
100,mutual_info,rf,16,0.8985896915584416,0.8814935064935064,0.017096185064935154
100,mutual_info,rf,17,0.915330762987013,0.8853490259740259,0.02998173701298712
100,mutual_info,rf,18,0.9264407467532468,0.8735795454545455,0.05286120129870131
100,mutual_info,rf,19,0.8882913961038962,0.876369724025974,0.011921672077922163
100,mutual_info,rf,20,0.889255275974026,0.8772321428571429,0.012023133116883078
100,mutual_info,rf,21,0.8949370941558442,0.8732244318181819,0.021712662337662336
100,mutual_info,rf,22,0.8978794642857142,0.8884435876623377,0.009435876623376527
100,mutual_info,rf,23,0.8869724025974026,0.8770292207792207,0.009943181818181879
100,mutual_info,rf,24,0.9144176136363636,0.881341314935065,0.03307629870129869
100,mutual_info,rf,25,0.8787033279220778,0.8739346590909091,0.004768668831168776
100,mutual_info,rf,26,0.9110186688311688,0.8926542207792209,0.018364448051947924
100,mutual_info,rf,27,0.9070616883116883,0.8964590097402598,0.010602678571428492
100,mutual_info,rf,28,0.894632711038961,0.8606939935064936,0.033938717532467466
100,mutual_info,rf,29,0.9069602272727272,0.8887987012987012,0.018161525974025983
100,rf_importance,logistic,0,0.9069602272727273,0.8602881493506495,0.04667207792207784
100,rf_importance,logistic,1,0.887885551948052,0.8690137987012987,0.018871753246753276
100,rf_importance,logistic,2,0.8766233766233767,0.8529829545454546,0.023640422077922163
100,rf_importance,logistic,3,0.9206574675324676,0.8936688311688311,0.026988636363636465
100,rf_importance,logistic,4,0.8846387987012988,0.8651582792207793,0.019480519480519543
100,rf_importance,logistic,5,0.8668831168831169,0.8287337662337663,0.038149350649350655
100,rf_importance,logistic,6,0.8977272727272727,0.796773538961039,0.10095373376623373
100,rf_importance,logistic,7,0.8987418831168832,0.8304586038961039,0.06828327922077926
